Language,Vector
mrwiki,"[ 0.03716454  0.02988552  0.35587928  0.0393513   0.06471515 -0.13941528
 -0.0740338  -0.15852025 -0.32936463  0.15153702  0.1521461  -0.23413275
 -0.25389728 -0.20821933 -0.17341597  0.20405844 -0.1461      0.09126649
  0.21058042  0.3655905  -0.18366903  0.05700158  0.24321017 -0.20464718
  0.06604414  0.2541135  -0.07479423  0.23046376  0.21272694  0.08719339
 -0.02304004 -0.11309031  0.22851549  0.33286706 -0.02896295 -0.32578027
 -0.157633    0.02970611  0.22749974 -0.0426212   0.15750268  0.02702852
  0.18861613  0.10053407 -0.15866973  0.26731473 -0.17667677 -0.11191499
 -0.13334982  0.01299579 -0.29678068 -0.06344347  0.18147556  0.501646
 -0.08178241 -0.028241   -0.00530311  0.01409343  0.17352754  0.28119475
  0.29507387  0.03292654  0.07484543 -0.11092977]"
newiki,"[ 0.2540749   0.19301225 -0.14388308  0.30480182 -0.46943596 -0.06882674
  0.36721426 -0.11913081 -0.29091725 -0.0123395  -0.08765081  0.3261107
 -0.17683563  0.05141214 -0.61279607  0.46378073  0.17051351 -0.07376868
  0.04739797  0.62689066  0.28985518  0.3873045  -0.22528225 -0.2867418
  0.57120323  0.08833364 -0.10222574 -0.18279125  0.32709947  0.01809496
 -0.3063748  -0.4835136  -0.0603912   0.03784446 -0.05399835 -0.27793652
 -0.48652694  0.28162917 -0.22188936 -0.07587554  0.06415125  0.1328801
 -0.14072089 -0.07709294  0.42370972  0.00964522 -0.06160366  0.3460445
 -0.15575519  0.5153546   0.22951043  0.01448084  0.20637666  0.14094388
  0.05646269  0.26907638 -0.18765382  0.17100237 -0.25992396  0.26336706
 -0.05321535 -0.2602738  -0.06887936  0.34724873]"
sawiki,"[-0.3624854   0.19671103  0.33814508  0.0772921  -0.08179156  0.05782692
 -0.01952269 -0.15188922  0.02635849  0.2427875  -0.06641924  0.12275712
 -0.66771305  0.45385298 -0.21804915  0.31648162  0.40137178  0.08639916
  0.00603478  0.21846226  0.19751298  0.48007017  0.26251236 -0.1361066
  0.17942451  0.10177031 -0.04724352  0.05627237 -0.15339474  0.03806958
 -0.06939471  0.4379963  -0.09595681  0.06633063 -0.17140968 -0.3856523
  0.03667596 -0.03730809 -0.6374781   0.26867917 -0.1716209  -0.24996684
 -0.38513806  0.09988117  0.29314372 -0.21404515 -0.14280264  0.1614026
  0.11417986  0.01812053  0.01978498 -0.29020506  0.0138328   0.31278503
 -0.08283752  0.12224775 -0.2649539  -0.02679802 -0.22182727  0.03892627
  0.19762093 -0.40585583 -0.13325037 -0.07007366]"
pawiki,"[-0.02248686  0.00566541 -0.07467549  0.25314417  0.08743321 -0.0299463
 -0.21119882 -0.22297415 -0.22055145  0.22343154  0.0236733  -0.17426208
 -0.85049725  0.11417963 -0.29820138  0.29890272  0.48858985 -0.41932884
  0.01502291 -0.01737658  0.16957548  0.08278027  0.00860896 -0.29412386
  0.21607336  0.02127836  0.20807442 -0.08828294 -0.27180186 -0.22295783
  0.07617445  0.22668089 -0.5733131  -0.14501193  0.13722166 -0.12374766
  0.18271473 -0.2818921  -0.37325445  0.0372003   0.01641335 -0.21537176
  0.62389815  0.4228041   0.08121231  0.03727849 -0.12343536 -0.12431599
 -0.1586568   0.17911953 -0.45583346 -0.00525595  0.642406   -0.0711493
 -0.25127614  0.12823908  0.03423682 -0.09852971 -0.12767519  0.09863215
  0.15115766  0.33514327 -0.0549973  -0.00158087]"
ttwiki,"[ 0.07354187  0.06597369  0.34000355  0.27356035 -0.14401986  0.13505627
  0.03227235 -0.16971609 -0.4485359   0.3221748   0.09081258  0.16266459
 -0.42740846  0.18545946 -0.10077422  0.29942858  0.0410841  -0.04153426
 -0.13605277  0.12162545  0.3993077   0.2482324   0.15922411  0.04894651
  0.02784306  0.17755766 -0.0761067  -0.04304716  0.28905034 -0.42899475
 -0.06155845 -0.01507158  0.12453552  0.05560462 -0.348597   -0.1282131
  0.18017565 -0.07581259 -0.08374064 -0.09067154  0.30341706  0.33295614
 -0.05536921 -0.0444148   0.03647051 -0.15012464  0.13500147 -0.29015636
  0.02839226 -0.04346006  0.07996643 -0.2061696   0.08656208 -0.03776675
  0.243464    0.16455863  0.21060303  0.04147445  0.2607092  -0.06016308
 -0.05448431  0.04979735  0.09516916 -0.44413677]"
zeawiki,"[ 0.2522546   0.26580057  0.4367208   0.17008401  0.24314886 -0.25815392
  0.406568   -0.23397832  0.15595856  0.32042745  0.42415535 -0.4276646
 -0.24233024  0.34781215 -0.0558461   0.5064909   0.10135858 -0.09062158
 -0.10096038  0.26689866  0.19640489  0.38063353  0.35031426 -0.22348438
 -0.14994366  0.01444958 -0.12942147 -0.18070205 -0.03330415 -0.16324821
  0.5013339  -0.71879005 -0.15304433  0.02006578 -0.4132043  -0.5338093
  0.43589073  0.08176435  0.5755937   0.04018495  0.3049263  -0.30058256
 -0.06326053  0.05059374 -0.22765106 -0.09110641  0.23942462 -0.12456536
  0.29512945 -0.04885841 -0.15385017  0.18189147 -0.00948126 -0.77266586
 -0.12983048 -0.11968038 -0.14978702 -0.04306934 -0.00381139  0.4024421
 -0.02723537  0.18437149 -0.42623398  0.3758937 ]"
bhwiki,"[ 0.17814362  0.2319828   0.2933923   0.24418452  0.20979388 -0.33064902
  0.34083351 -0.0678983  -0.09624532  0.1497599  -0.01630625  0.5604701
 -0.04999119  0.12278029  0.06588771  0.669465    0.31900707  0.02220115
  0.20196915  0.12913316  0.16755544  0.30872077 -0.33072558 -0.01544519
  0.23963761 -0.11593898 -0.04582965  0.45148125  0.07436714  0.16781229
 -0.17513335  0.02528802 -0.19202054  0.17227677 -0.15249053 -0.6615185
 -0.3105691   0.41232017 -1.0971677   0.23280393 -0.05588133  0.3868126
 -0.5071213  -0.20943362  0.5506198  -0.15786967 -0.07947493  0.2279869
  0.19638683  0.02878856 -0.3944181   0.01286219  0.00404356  0.25601315
  0.13432744  0.3120745   0.07403409  0.48362735 -0.3300425   0.2869009
  0.4825342  -0.02038158 -0.2124179   0.060588  ]"
newwiki,"[-0.24661016 -0.24589488  0.7124247  -0.01158486 -0.24648255 -0.28840855
  0.27941397 -0.6316286  -0.12700209 -0.34584206  0.12346233 -0.2945628
 -0.46552965  0.0312298  -0.2905279   0.25889823  0.34716466  0.53790414
 -0.0537295  -0.43703938 -0.3795522  -0.23956329 -0.44947663 -0.2936962
  0.27001283  0.10419632 -0.3921642   0.45547974  0.23064777 -0.45479295
 -0.08809762 -0.35332897  0.06782405 -0.06924147  0.03226728 -0.60126823
  0.5856793   0.04522525  0.17838994 -0.03477842  0.22210972 -0.06892194
 -0.06726471 -0.15952663  0.00750465  0.21992502 -0.54427886 -0.65111583
 -0.33078736  0.03442027 -0.42183042  0.25815058  0.19085173  0.48607796
 -0.12816483 -0.12624581  0.04872542  0.22592145 -0.06800352 -0.3790762
  0.29236656 -0.13118471  0.09987108  0.26507083]"
maiwiki,"[ 0.11755014 -0.10586578  0.14654371  0.24115783  0.05675539 -0.20361906
  0.31651297 -0.12278877 -0.16958459  0.02866996  0.02876247 -0.11536969
 -0.19098395 -0.23719753 -0.14343563  0.2720289   0.22100016  0.22050112
 -0.09557466  0.09234209  0.02113653  0.30004415  0.12348967 -0.10404759
  0.07977219  0.28160247  0.02668428  0.15925263  0.25135636 -0.07169897
  0.4062563  -0.2188508   0.10421495 -0.17495386 -0.05508156 -0.10107999
  0.03465506  0.18096466  0.17524114  0.20062818 -0.09294944 -0.16743323
 -0.08965535  0.25309685 -0.27851415 -0.28790152  0.07974659 -0.08706006
  0.12300613  0.05376593 -0.10319276 -0.48395512  0.12970848  0.17691043
 -0.07853356 -0.22424154  0.00144809 -0.1762944   0.044264    0.40215233
  0.01529504  0.01357897  0.02161272 -0.05838517]"
zh_classicalwiki,"[-2.20432878e-01  2.01865762e-01  2.09343389e-01  5.90415560e-02
  1.07895955e-01  6.31989762e-02  1.32763550e-01 -6.87934756e-01
  1.29442006e-01 -1.69204012e-01 -1.19824521e-01 -1.08497351e-01
 -2.47048195e-02 -4.14952934e-01  1.72525287e-01  4.16277528e-01
 -1.26638159e-01 -2.97928244e-01 -2.68741876e-01 -8.43052045e-02
  1.46693736e-01  1.72136799e-01 -7.33108297e-02 -2.55031317e-01
 -9.24185589e-02  3.85511398e-01 -2.35325456e-01  2.53286771e-02
 -3.06223154e-01 -9.09250136e-03  2.80607015e-01 -1.74023509e-01
  1.33472634e-02 -1.14432603e-01  1.59819543e-01 -6.05361611e-02
  1.74304768e-01  4.27571952e-01  5.83826900e-02 -3.99094909e-01
  1.04920536e-01  1.42794594e-01  8.90801603e-05  1.27516285e-01
  4.31436598e-01 -8.89273640e-03 -5.78180514e-03 -3.30405504e-01
  3.16455066e-01 -8.16215053e-02 -9.49296877e-02  3.53361249e-01
  7.36647844e-01  3.81466120e-01  3.24588448e-01 -9.14307982e-02
  1.36894703e-01  1.45601898e-01  1.20390646e-01  1.75580949e-01
  5.46056271e-01 -2.28252023e-01  1.50753069e-04 -1.03485398e-01]"
wuuwiki,"[-2.93713421e-01  1.07855208e-01  4.75829303e-01  5.09716630e-01
  1.67004168e-01 -1.13264784e-01 -3.12315136e-01 -7.58907422e-02
 -4.87959325e-01 -3.44018877e-01  2.03077480e-01  1.22476250e-01
 -1.19649492e-01 -1.57232329e-01 -5.66622876e-02 -7.91341141e-02
 -1.30949780e-01  2.48711050e-01  1.33082300e-01  3.45108449e-01
  1.97951809e-01  1.82054818e-01  1.77092820e-01 -2.55345970e-01
  2.86438037e-02  2.20724627e-01 -1.40770242e-01  4.54206311e-04
  5.35720997e-02 -8.47085267e-02 -1.02900334e-01  3.46368283e-01
 -1.89311326e-01 -2.72517428e-02  9.35439989e-02 -4.26149637e-01
 -1.32431671e-01  8.49234015e-02 -4.11192514e-02 -4.71409112e-02
 -2.57141560e-01  1.58421159e-01  2.97865719e-01  7.57146953e-03
 -1.58086538e-01 -4.68890704e-02 -3.37788135e-01 -1.68989748e-01
  8.17220584e-02  6.46336153e-02  1.57520488e-01  1.74172342e-01
 -2.76720107e-01 -3.86516121e-03  2.57984221e-01  1.90861851e-01
 -5.38480639e-01 -5.19702554e-01 -5.86213209e-02  8.09475631e-02
 -1.43161593e-02 -3.28589886e-01 -1.71187118e-01 -3.71908575e-01]"
kuwiki,"[-0.02323771  0.14481965 -0.01082809  0.4760843   0.06319528 -0.33598158
  0.10298033 -0.35005158 -0.10112257 -0.01317971 -0.15687513 -0.1151694
  0.08522223 -0.13324629  0.19162554  0.48621318  0.06785107  0.28335318
  0.23257898  0.11940508  0.15952666  0.12527527 -0.20503686 -0.26820296
 -0.17915961 -0.00223008 -0.2338316  -0.12183221  0.18430372 -0.14496514
  0.00051476 -0.11840193  0.17524834 -0.22119457 -0.18373343  0.0027675
  0.26069397  0.00446877 -0.00248759  0.14590411  0.15859362 -0.3599384
 -0.01389623 -0.2183975  -0.32620513  0.0144484   0.00486094 -0.2795954
 -0.1255308   0.16800664 -0.3085623  -0.444651    0.02758835  0.40255463
  0.14656082 -0.01675996  0.03102139 -0.19602148  0.14741698  0.34570798
  0.02167978 -0.07470138  0.17150642 -0.04370429]"
mrjwiki,"[-0.5041632   0.3956683  -0.0247742   0.13037439  0.09612193 -0.39624584
  0.04333204 -0.6244562  -0.5762163   0.31604636 -0.07063963 -0.06576102
 -0.34658062  0.26660356 -0.11471257  0.45410627  0.27618882  0.30066732
 -0.10590436  0.19542046 -0.19171758  0.03921604  0.07000017  0.139491
  0.08514591  0.08128233 -0.34350824  0.00810065 -0.25152674 -0.05164645
  0.059262    0.18715113  0.19691639 -0.11191453 -0.40147913  0.40057334
 -0.24865346  0.03154459 -0.08117761  0.0035936  -0.32679343  0.07299403
  0.02113361 -0.3095026  -0.03765389 -0.01107435  0.07719786 -0.24367878
 -0.11161018  0.5485261  -0.4163234  -0.13606691  0.20012383  0.31698364
  0.11332949 -0.036047   -0.5251448  -0.39536548 -0.04279241  0.4372333
 -0.22671154  0.04315479 -0.09543674  0.01692024]"
nvwiki,"[-0.03780537  0.06697834  0.33528474 -0.04892474  0.14151143 -0.29252106
  0.18056539  0.09244078 -0.6392988  -0.32276428  0.40066472  0.17645304
 -0.17131326  0.33972147  0.10463642  0.07915432  0.5427057  -0.05296107
 -0.17355938 -0.57027894  0.05454842 -0.25912425 -0.01862955 -0.29286036
  0.19463487 -0.02092687 -0.44670358  0.24732886  0.14474924 -0.5440208
  0.07088297 -0.32298425  0.15895496  0.26374793  0.14228389 -0.07278462
  0.52362424  0.23844683  0.16402054 -0.10225417  0.36370978 -0.27033514
 -0.50692683 -0.20971866  0.44630247  0.3511424  -0.4666385  -0.18484335
 -0.3632483   0.17431691 -0.09667653  0.37062     0.37864116 -0.13184904
  0.03579101  0.14850138  0.6608146  -0.40943745 -0.6256908   0.33096856
  0.28304285  0.00317015 -0.09485919  0.27395087]"
astwiki,"[ 0.06918128 -0.39362326  0.23799908 -0.09838251 -0.13232154  0.15458107
 -0.1513802   0.11733694 -0.34206134 -0.41174436  0.3951244   0.2922125
 -0.28977314 -0.06167761 -0.07859963  0.25883624  0.16109233  0.45515582
  0.4023493  -0.15902004  0.1374605   0.19287314 -0.01037089 -0.44645855
  0.07243966 -0.10682618 -0.17503406 -0.4078176   0.2507344  -0.29381716
  0.1944328  -0.14506061  0.14685775  0.04947906 -0.04158992  0.01478746
  0.2639521  -0.02323458  0.07737892 -0.325338    0.20199537 -0.12000412
 -0.39671686 -0.28975123 -0.03639947 -0.08264022 -0.47796142  0.27447087
 -0.01393517  0.25312215 -0.2567151  -0.23847741  0.37843296  0.5420723
  0.19434693  0.3195945   0.03712254 -0.14134382  0.06412168  0.15352099
 -0.04394962  0.11855718 -0.1278194   0.05056174]"
hakwiki,"[-0.27263927 -0.0919495   0.16572753  0.3301545   0.11723937 -0.21310088
 -0.08787515 -0.37986654 -0.46940836 -0.01848682  0.26523805 -0.15286522
  0.06313276 -0.46350417  0.05992389 -0.01392286 -0.21439733 -0.02024095
 -0.02872353 -0.00388034  0.18271656  0.07513995 -0.01747587  0.15345505
 -0.18477947  0.18751365 -0.37139192 -0.10354124  0.09526324 -0.19286576
 -0.17885041  0.02767736 -0.19259372 -0.11147819 -0.05257517 -0.5500097
 -0.11417694 -0.14169545 -0.29006407 -0.05064206 -0.18186691 -0.26855326
  0.3814353   0.12031455  0.14945233 -0.22022086 -0.15761532  0.04209098
  0.16277331  0.1421967   0.0576453   0.33458483 -0.0133645   0.08692787
 -0.14057535  0.03752945  0.24938665  0.12878393  0.00818651  0.621312
  0.1620459  -0.5120335  -0.11890588  0.20549582]"
zh_min_nanwiki,"[-0.25215107  0.10718171  0.31908873  0.37139848 -0.0541162  -0.2971933
  0.00732941 -0.4182773  -0.52216965 -0.00378999  0.7358571  -0.11501797
 -0.1076836  -0.36268353 -0.05001915 -0.35939056 -0.16699784  0.43968633
 -0.19768173  0.12243169 -0.1537438   0.308158   -0.10253109  0.19168125
 -0.18682484  0.2061227  -0.04191659  0.05396708  0.01672948 -0.23445895
 -0.46180168  0.56455564 -0.11683905  0.1073691   0.09656296 -0.44333825
  0.07248062  0.16037904 -0.24922617 -0.36608627 -0.37658763 -0.08497605
  0.36715385  0.09768954  0.39339748 -0.13333774 -0.44317025 -0.2513426
  0.0403303  -0.06618053  0.08980788  0.43699116 -0.01176953 -0.25848827
  0.00383602 -0.20396124 -0.14136505 -0.15373248 -0.01433609  0.37802514
  0.02203357 -0.07775124 -0.18130386  0.10936051]"
roa_tarawiki,"[-1.6128089e-01  1.8801451e-02  3.1071463e-01  4.2424411e-02
 -7.9179220e-02  4.0831391e-02 -2.3148569e-01  3.5097620e-01
 -1.5068781e-02 -3.2754806e-01  3.1712450e-02  2.9217824e-02
 -3.3821964e-01  1.5758546e-01 -9.7574800e-02  2.9074222e-01
 -2.2315790e-01 -1.3312759e-01 -1.7646229e-01  4.6183980e-01
  2.7300850e-01  7.5137758e-01 -1.0596233e-01 -1.3942651e-01
 -2.4510767e-01  2.7753513e-02  3.5753269e-02  1.4954056e-01
  7.2276257e-02 -5.6936257e-02  3.4948420e-02  1.3798804e-02
  1.4188679e-01  5.5887911e-04 -1.4251031e-01 -9.3719274e-02
  4.3588537e-01  4.1761309e-01 -1.8121116e-01  2.3208392e-01
 -4.3553191e-01 -9.8748162e-02  5.0465870e-01  3.4387153e-01
 -3.6561280e-02 -3.5933176e-01 -2.6331356e-01  4.0877793e-02
 -2.0205468e-01  5.5417083e-02 -2.5253347e-01 -1.5014203e-01
 -3.1798986e-01  5.1886636e-01  3.9356600e-02  8.8628188e-02
  3.3945328e-01 -1.4362928e-01 -2.4665827e-01  4.6909247e-03
 -4.7117734e-01 -3.4178573e-01 -2.2054793e-01  2.2360045e-01]"
alswiki,"[ 0.11365063 -0.40715906  0.0784759   0.2595413   0.12630276 -0.23046538
  0.37783673 -0.18117051 -0.00389276  0.1146839  -0.02335073 -0.23134963
 -0.20414391 -0.2196325  -0.13143823 -0.16644378  0.09778617  0.12835781
  0.04573627  0.38447967 -0.23922656  0.28348267  0.3004285  -0.48786116
  0.43510568 -0.05760612 -0.1540971  -0.19819507  0.21892689 -0.36721492
  0.36050224 -0.0395559  -0.10490052 -0.35448286  0.1009739  -0.33898395
 -0.07779333  0.30945572  0.24158895  0.01412034 -0.21609274 -0.07381398
 -0.09668203 -0.01623218  0.01757389 -0.08223072 -0.01857918  0.32985198
  0.10274854  0.534786   -0.21814445 -0.13627082 -0.09281714  0.05783588
  0.02307606 -0.05771047 -0.19798021 -0.13271299  0.01873184  0.1218012
 -0.16062716  0.19169189 -0.04998575  0.05919722]"
klwiki,"[ 3.10082912e-01  1.65300876e-01  1.27464578e-01  3.26847225e-01
  2.55327264e-04 -3.13550472e-01 -1.33712322e-01 -9.90597438e-03
 -3.83230180e-01  1.84276029e-01 -5.95216416e-02  2.16903985e-01
 -1.53150931e-01  1.88896477e-01  1.67898431e-01  5.85480928e-01
  3.37840766e-01 -2.55220048e-02 -6.02673739e-04  3.40147525e-01
 -5.74701577e-02  1.39625207e-01 -1.47771671e-01  1.60200253e-01
  3.92571896e-01  2.85310090e-01 -2.71275103e-01  1.31501600e-01
 -1.60579965e-01  6.86620101e-02 -1.64390340e-01  1.29664168e-01
 -3.82301420e-01 -1.94534913e-01  7.36904889e-02 -2.36052051e-01
 -4.97048199e-01  2.10644305e-01 -4.13118541e-01  2.00594962e-01
 -1.91558767e-02  1.17800422e-01 -1.65660605e-01 -2.47613892e-01
  3.27905059e-01 -2.52977517e-02  2.14752093e-01 -3.95674527e-01
  6.25010580e-02 -8.75261500e-02  3.81401598e-01 -2.47470234e-02
  1.25763968e-01  1.70288697e-01  1.01736136e-01  7.62331486e-02
 -1.08974852e-01  1.22552224e-01 -2.62427926e-02  3.58499467e-01
  2.54286197e-03  4.99523878e-02 -1.19072236e-01 -1.88076273e-01]"
mwlwiki,"[-0.22796665  0.05440459  0.41365808  0.18387985  0.01376657 -0.10572204
 -0.02697507 -0.09120234 -0.17490272 -0.0248925   0.14612451 -0.2968142
 -0.33102012 -0.1673874  -0.0578583   0.1379479  -0.01470896 -0.08038185
 -0.10359028  0.1645256  -0.1413614   0.02254528 -0.02291326 -0.26640305
 -0.10866166  0.19118366 -0.17486635 -0.13245413 -0.07680271  0.0720442
  0.04587791 -0.12920965  0.02150957  0.00255106 -0.02690292 -0.14524545
  0.12937944 -0.23423165 -0.24221407 -0.1340914   0.05015001  0.26859722
  0.2582901   0.16618516  0.14569363  0.05169457 -0.22430664 -0.12627938
 -0.05583182  0.01403844  0.03536301 -0.03191521 -0.14700632  0.02934019
  0.193319    0.04148478  0.09878543 -0.25946972 -0.27161598  0.35371935
  0.14620121 -0.04148752 -0.18998326 -0.23405345]"
akwiki,"[ 0.12253483 -0.05496436  0.55822366  0.17385133  0.32051325  0.00223054
 -0.6255812   0.39311773  0.01134392  0.03246335  0.1377047   0.05442896
 -0.2784535  -0.02108367 -0.08804811  0.09898521  0.25842002 -0.05869586
  0.27073422  0.16887332 -0.10110874  0.7030529   0.82054174  0.04807073
  0.03547577  0.09991167 -0.30937636 -0.0661047   0.7270758  -0.2223485
  0.00821877 -0.24561763  0.38677076 -0.08084543 -0.1079471   0.6154447
 -0.05943062 -0.00824883  0.09392463 -0.0974234   0.6737842   0.35296226
  0.13471524 -0.48739377  0.28276056 -0.0957854  -0.31741098 -0.13581276
 -0.21528518  0.5672336  -0.45497274  0.13170314  0.16996524 -0.04882898
  0.05290715  0.1475206  -0.23142536 -0.30414164 -0.3691545  -0.04638615
  0.40768725 -0.6126509   0.09254853  0.5476713 ]"
bpywiki,"[ 0.2462689   0.2909857   0.30904153  0.03319801  0.01690824 -0.28229076
 -0.10060217 -0.03518853 -0.3610853  -0.07209008 -0.07819124 -0.18299735
 -0.19525494  0.01981407 -0.15932153  0.12439765  0.05497717 -0.12851205
 -0.27527785  0.1638493   0.09971199  0.55127853  0.1310285   0.01132548
 -0.08966134  0.11872602 -0.27509564  0.01328458 -0.00522343  0.20049478
 -0.07132556  0.12638755  0.3583214  -0.08223884 -0.00176952 -0.2140284
  0.544004    0.14720723 -0.06949583 -0.16318016 -0.5394673  -0.06598003
  0.04534689  0.2986205   0.09283401  0.17623283  0.10613068  0.08792715
 -0.2799867   0.04720598 -0.08523925 -0.27827033  0.33203247 -0.20344746
  0.31183714  0.04628461  0.36259976  0.5925208   0.32847673 -0.30620468
  0.34243605 -0.10016685 -0.06267024 -0.04161234]"
lowiki,"[-0.27066445  0.20006622  0.54908895  0.24832413  0.07892762  0.1383937
 -0.1464938   0.13576798 -0.17904115 -0.02449476 -0.02291206 -0.08665601
  0.01128718 -0.00276106 -0.03454154  0.20617178 -0.1158779   0.00299287
 -0.15995228  0.3861578  -0.15021059  0.01030011  0.20928206 -0.28457016
  0.08662946  0.2767536  -0.31654465 -0.07250701  0.18832518 -0.1157328
  0.04405008 -0.21382686 -0.02965423 -0.21043508  0.06117018 -0.36144316
  0.24702641 -0.34601852 -0.08914839  0.0713703  -0.13542607  0.3542971
  0.47149375  0.15967144  0.07682939  0.1081578  -0.27094457  0.06640586
 -0.3986022  -0.06532252 -0.08708733 -0.33868375  0.00850859 -0.27573526
 -0.02712753  0.11743137  0.31897157  0.17918131 -0.21193056  0.2866228
  0.3187463   0.20502996 -0.07259396 -0.33222696]"
bmwiki,"[ 0.06486696  0.2604679   0.30917656  1.0065356   0.22256128  0.01281178
 -0.15331636 -0.77487874 -0.4768876  -0.153923    0.26151785  0.61729175
  0.04063376  0.6074437  -0.10776278  0.8664719  -0.02275611  0.28595877
  0.1762729   0.36274567 -0.79287565  0.18276392 -0.11839338 -1.3540739
  0.09433412  0.5787476  -0.21020743 -0.39887407  0.30983764 -1.2646161
  1.3072593  -0.17961718  0.550434    1.4736953  -0.14078581 -0.35479766
  0.48155215  0.17932834 -0.63534075  0.15259863 -0.45405358  0.21518064
  0.28734088 -0.06584638  0.5570302   0.07184106 -0.75194603 -0.31570596
 -0.17173432 -0.28781572 -0.9197186  -0.3050441  -0.08889642 -0.53100646
  0.06339003  0.19245906 -0.10829048  0.42615488  0.28071672 -0.13597964
  0.05790613  0.95541817 -0.76061726 -0.38994217]"
nrmwiki,"[ 0.19143544  0.14027822  0.184626    1.1815301   0.15818086  0.21832332
 -0.23655175 -0.6290816  -0.5427906  -0.10307728  0.42356262  0.5748082
 -0.02156388  0.7286548  -0.0982502   0.9682089  -0.30853286  0.29694065
 -0.00497247  0.3978933  -0.5335692   0.36241275 -0.21985899 -1.1247238
 -0.2220759   0.8252563  -0.20832667 -0.23341724  0.19424742 -1.3318956
  1.2263137  -0.22463158  0.5254128   1.1585968   0.19089513 -0.38382438
  0.37063047  0.08398551 -0.9456305  -0.10937534 -0.5189836   0.45182434
  0.50677794  0.06512649  0.75430447  0.04224877 -0.45385256 -0.31273282
 -0.23172651 -0.3290034  -0.80057013 -0.03135552 -0.08197676 -0.64786947
  0.14287528  0.18615761 -0.30920914  0.3379897   0.33119136 -0.01286933
  0.10126675  0.9682776  -0.66795206 -0.36003128]"
nsowiki,"[ 0.17599696  0.41108885  0.38627    -0.05661341  0.20773986 -0.04183785
  0.29785618  0.11309565 -0.71874017 -0.39389676 -0.2374083   0.13841756
 -0.3785232  -0.3516345   0.3111045   0.12659247  0.37703398  0.40326408
  0.19705352  0.193611   -0.3089046   0.14392999 -0.15966822  0.2655457
  0.05279848  0.18663007  0.06640479  0.39364612  0.04045083  0.02444324
  0.40758336 -0.36280683 -0.28600737 -0.29874158 -0.51497513  0.05442921
 -0.34477463  0.5004962  -0.3536239  -0.36282563  0.11638755  0.11393291
  0.34921768  0.10047098  0.3106821  -0.06582721  0.05350955 -0.23892166
  0.13861361  0.07141393 -0.10051972 -0.21321332 -0.11798123 -0.06600262
  0.06890496 -0.11468216 -0.25958887  0.14279068 -0.05712097  0.36422828
  0.23051448  0.27813375 -0.23182917  0.10368976]"
lbewiki,"[-1.39290273e-01  2.61459976e-01 -3.65557931e-02  4.44938034e-01
  7.26670073e-03 -7.25651443e-01  1.57111660e-01 -3.45765591e-01
 -2.98309147e-01  1.12482876e-01 -2.66144931e-01  1.65898472e-01
 -6.76881909e-01 -2.64384657e-01 -5.34889817e-01  7.16373920e-02
 -1.35074839e-01  4.00617659e-01 -3.02492261e-01 -5.32322079e-02
 -1.48913801e-01  6.90150335e-02 -1.73244983e-01  3.71560425e-01
  7.35986352e-01  3.76794457e-01 -8.67676660e-02 -3.59804541e-01
 -8.55885260e-03 -2.51860954e-02  1.85574099e-01 -9.71545558e-03
  9.98142138e-02  1.10890366e-01 -1.05269551e-01  2.24315241e-01
  2.08155349e-01  2.72796035e-01 -1.75117120e-01 -2.12862864e-01
  2.30712593e-01  2.68637552e-04  8.07580575e-02  2.71004170e-01
  3.71586591e-01  1.11215986e-01  1.22105353e-01  3.88002485e-01
 -9.66967195e-02 -3.31923664e-01 -8.15207243e-01  1.16897181e-01
  6.49525449e-02  1.76761717e-01  2.77719736e-01  3.23959321e-01
 -2.36064717e-01  1.18201472e-01 -3.35067838e-01  5.95245600e-01
  2.86207676e-01  1.48682952e-01 -8.12629104e-01 -5.14865220e-02]"
vewiki,"[ 0.1836026  -0.02820119 -0.08942931  0.14908522  0.4053024  -0.42884845
 -0.01435774 -0.11072701 -0.31171188  0.48043293  0.01973663  0.09194834
 -0.47783083 -0.61225665  0.00446256  0.2203441   0.8269135   0.20933753
 -0.02425042  0.16140983 -0.00321283  0.12906244 -0.3568522  -0.27238867
  0.35022715  0.47134152  0.101496    0.2969863   0.02164691 -0.29603568
  0.22029635 -0.06082059  0.16811033 -0.30089554 -0.4298828   0.25185913
  0.01689879  1.0160327  -0.01186013 -0.6720755   0.18418911 -0.5790895
  0.26965585  0.31948125 -0.10488661 -0.41841     0.23161313 -0.24865873
 -0.20559327 -0.29455584  0.4679619  -0.26612905 -0.2848097  -0.16598666
  0.65411156 -0.31084633  0.11751799  0.14228126  0.13284907  0.32894802
  0.37805533 -0.25447336 -0.22877416 -0.14255081]"
